timestamp,sum_open_interest,sum_open_interest_value
2023-01-01 23:55:00+00:00,11332524.0,112803943.896
2023-01-02 23:55:00+00:00,10983879.0,123359945.049
2023-01-03 23:55:00+00:00,14026796.0,186935110.292
2023-01-04 23:55:00+00:00,13524530.0,181418045.42
2023-01-05 23:55:00+00:00,13498909.0,181049679.8711117
2023-01-06 23:55:00+00:00,12468004.0,168480138.052
2023-01-07 23:55:00+00:00,12607462.0,165142092.21930057
2023-01-08 23:55:00+00:00,12507317.0,175971582.33969578
2023-01-09 23:55:00+00:00,10850376.0,176904530.304
2023-01-10 23:55:00+00:00,9871490.0,159852345.9998735
2023-01-11 23:55:00+00:00,9439388.0,154171114.04506195
2023-01-12 23:55:00+00:00,9703632.0,161449029.216
2023-01-13 23:55:00+00:00,9272301.0,169469817.374651
2023-01-14 23:55:00+00:00,7195521.0,175318869.165
2023-01-15 23:55:00+00:00,7012716.0,160137061.25697204
2023-01-16 23:55:00+00:00,7512380.0,177153211.2066448
2023-01-17 23:55:00+00:00,7840847.0,179413557.65161562
2023-01-18 23:55:00+00:00,6890500.0,143666925.0
2023-01-19 23:55:00+00:00,6715425.0,143736956.7
2023-01-20 23:55:00+00:00,6839071.0,174947243.3540443
2023-01-21 23:55:00+00:00,6353201.0,156305206.56970713
2023-01-22 23:55:00+00:00,6275086.0,152180652.872047
2023-01-23 23:55:00+00:00,6263376.0,152824997.14625135
2023-01-24 23:55:00+00:00,5996298.0,136632739.9527552
2023-01-25 23:55:00+00:00,5817131.0,142895865.4340759
2023-01-26 23:55:00+00:00,6035839.0,146930408.61729774
2023-01-27 23:55:00+00:00,5982022.0,146043338.9557782
2023-01-28 23:55:00+00:00,6132109.0,146923718.895333
2023-01-29 23:55:00+00:00,7094108.0,185437219.46834645
2023-01-30 23:55:00+00:00,5635607.0,134996813.87696704
2023-01-31 23:55:00+00:00,5642403.0,135402073.46405843
2023-02-01 23:55:00+00:00,5608933.0,140279414.33
2023-02-02 23:55:00+00:00,5371352.0,130361870.59715232
2023-02-03 23:55:00+00:00,5306285.0,130797184.2354204
2023-02-04 23:55:00+00:00,5363847.0,130364828.99500608
2023-02-05 23:55:00+00:00,5465706.0,128357821.28032307
2023-02-06 23:55:00+00:00,5369759.0,121872050.264
2023-02-07 23:55:00+00:00,5172377.0,123328737.73257989
2023-02-08 23:55:00+00:00,5136792.0,119194121.568
2023-02-09 23:55:00+00:00,4724014.0,96264886.1218255
2023-02-10 23:55:00+00:00,4797922.0,96516982.07710026
2023-02-11 23:55:00+00:00,4849751.0,100962116.318
2023-02-12 23:55:00+00:00,4999763.0,106974842.35211432
2023-02-13 23:55:00+00:00,4940373.0,102908540.6971188
2023-02-14 23:55:00+00:00,4958540.0,108210218.42
2023-02-15 23:55:00+00:00,4933294.0,117999150.3617956
2023-02-16 23:55:00+00:00,4489566.0,99944897.81788266
2023-02-17 23:55:00+00:00,4404981.0,102121442.53143737
2023-02-18 23:55:00+00:00,4709729.0,110610740.99195144
2023-02-19 23:55:00+00:00,5721185.0,142331481.6099044
2023-02-20 23:55:00+00:00,6337036.0,165574076.608
2023-02-21 23:55:00+00:00,6068433.0,151413471.783
2023-02-22 23:55:00+00:00,5392702.0,130406319.764
2023-02-23 23:55:00+00:00,4986034.0,119281437.8513264
2023-02-24 23:55:00+00:00,4824241.0,111301727.84699368
2023-02-25 23:55:00+00:00,4559281.0,102109657.276
2023-02-26 23:55:00+00:00,4647658.0,107838524.7401544
2023-02-27 23:55:00+00:00,4669345.0,105774672.285
2023-02-28 23:55:00+00:00,4824741.0,105559514.82833327
2023-03-01 23:55:00+00:00,4823415.0,108662481.52839585
2023-03-02 23:55:00+00:00,4984764.0,109500310.788
2023-03-03 23:55:00+00:00,4656452.0,99537305.49234016
2023-03-04 23:55:00+00:00,4738629.0,99170027.712
2023-03-05 23:55:00+00:00,4786583.0,100535001.73653378
2023-03-06 23:55:00+00:00,4978014.0,102621176.08280171
2023-03-07 23:55:00+00:00,5119978.0,103618114.764
2023-03-08 23:55:00+00:00,5384796.0,99031783.236
2023-03-09 23:55:00+00:00,5140603.0,89030103.357
2023-03-10 23:55:00+00:00,4872355.0,88368558.1573613
2023-03-11 23:55:00+00:00,5242048.0,94876108.2499776
2023-03-12 23:55:00+00:00,4690299.0,94493845.69637588
2023-03-13 23:55:00+00:00,4165710.0,84636150.993681
2023-03-14 23:55:00+00:00,4544560.0,94922224.72
2023-03-15 23:55:00+00:00,4599683.0,88378309.162
2023-03-16 23:55:00+00:00,4502203.0,88634387.05946389
2023-03-17 23:55:00+00:00,4394830.0,94866800.38
2023-03-18 23:55:00+00:00,4189117.0,88698641.00254545
2023-03-19 23:55:00+00:00,4136424.0,90126112.75917816
2023-03-20 23:55:00+00:00,4610386.0,101873539.06122428
2023-03-21 23:55:00+00:00,4522887.0,102099651.138
2023-03-22 23:55:00+00:00,3890632.0,83397102.13846576
2023-03-23 23:55:00+00:00,4240896.0,94129328.5861632
2023-03-24 23:55:00+00:00,4346192.0,89642288.87055744
2023-03-25 23:55:00+00:00,4252002.0,86830132.842
2023-03-26 23:55:00+00:00,4199816.0,88007144.28
2023-03-27 23:55:00+00:00,4325847.0,86136730.27626015
2023-03-28 23:55:00+00:00,4271018.0,87402890.06166762
2023-03-29 23:55:00+00:00,4252114.0,89673365.44613788
2023-03-30 23:55:00+00:00,4420096.0,90822686.97140224
2023-03-31 23:55:00+00:00,4196326.0,88782020.75019228
2023-04-01 23:55:00+00:00,4169852.0,87875461.048
2023-04-02 23:55:00+00:00,4236127.0,86911462.76369599
2023-04-03 23:55:00+00:00,4090271.0,83506972.736
2023-04-04 23:55:00+00:00,4285594.0,89643521.56311531
2023-04-05 23:55:00+00:00,4351516.0,91172963.232
2023-04-06 23:55:00+00:00,4382815.0,90211481.145
2023-04-07 23:55:00+00:00,4383099.0,89708459.61786155
2023-04-08 23:55:00+00:00,4684175.0,93753237.57582425
2023-04-09 23:55:00+00:00,4617971.0,93637464.53219776
2023-04-10 23:55:00+00:00,4512310.0,94013978.85
2023-04-11 23:55:00+00:00,6232078.0,143418811.014
2023-04-12 23:55:00+00:00,6635464.0,157817875.776
2023-04-13 23:55:00+00:00,6647921.0,162188459.95316294
2023-04-14 23:55:00+00:00,5750089.0,142423554.7523136
2023-04-15 23:55:00+00:00,5626111.0,135377663.5063625
2023-04-16 23:55:00+00:00,5950759.0,150875444.72487783
2023-04-17 23:55:00+00:00,5688672.0,139700604.0082963
2023-04-18 23:55:00+00:00,5549317.0,137746768.13992056
2023-04-19 23:55:00+00:00,4842125.0,109752518.087405
2023-04-20 23:55:00+00:00,5130774.0,113882659.704
2023-04-21 23:55:00+00:00,4916015.0,104558723.035
2023-04-22 23:55:00+00:00,4973309.0,108383323.037
2023-04-23 23:55:00+00:00,4920719.0,105632276.6323782
2023-04-24 23:55:00+00:00,4939161.0,105571096.96013875
2023-04-25 23:55:00+00:00,5121671.0,112293368.35691908
2023-04-26 23:55:00+00:00,4681103.0,99474331.62358622
2023-04-27 23:55:00+00:00,4509007.0,100774825.28629056
2023-04-28 23:55:00+00:00,5371415.0,125352711.855
2023-04-29 23:55:00+00:00,5217336.0,120640460.328
2023-04-30 23:55:00+00:00,5219873.0,119733446.874
2023-05-01 23:55:00+00:00,5051796.0,110957647.344
2023-05-02 23:55:00+00:00,4870776.0,108347609.08582751
2023-05-03 23:55:00+00:00,5084874.0,112889287.674
2023-05-04 23:55:00+00:00,5291185.0,114898082.275
2023-05-05 23:55:00+00:00,5368115.0,122294700.08879036
2023-05-06 23:55:00+00:00,5190724.0,113860117.95195577
2023-05-07 23:55:00+00:00,5246231.0,114406516.3136253
2023-05-08 23:55:00+00:00,5086769.0,105062126.926
2023-05-09 23:55:00+00:00,5108901.0,105626528.175
2023-05-10 23:55:00+00:00,4843823.0,101444183.1514708
2023-05-11 23:55:00+00:00,5064223.0,102481508.72299726
2023-05-12 23:55:00+00:00,4761133.0,99470368.41468687
2023-05-13 23:55:00+00:00,4859495.0,101257297.315
2023-05-14 23:55:00+00:00,4944176.0,103496436.208
2023-05-15 23:55:00+00:00,4922161.0,103360458.839
2023-05-16 23:55:00+00:00,5139763.0,106216027.876914
2023-05-17 23:55:00+00:00,5173440.0,108835792.3069536
2023-05-18 23:55:00+00:00,5494408.0,111684831.416
2023-05-19 23:55:00+00:00,5455987.0,110884498.85494268
2023-05-20 23:55:00+00:00,5784512.0,117257842.752
2023-05-21 23:55:00+00:00,6274706.0,123021885.836
2023-05-22 23:55:00+00:00,6385515.0,124710880.9520949
2023-05-23 23:55:00+00:00,6218775.0,124570645.5326265
2023-05-24 23:55:00+00:00,6338498.0,121813254.564
2023-05-25 23:55:00+00:00,6342098.0,122098070.696
2023-05-26 23:55:00+00:00,6343747.0,122762926.55678593
2023-05-27 23:55:00+00:00,6107360.0,124636134.253008
2023-05-28 23:55:00+00:00,5996962.0,124694830.866
2023-05-29 23:55:00+00:00,5854323.0,120464404.371
2023-05-30 23:55:00+00:00,6073684.0,129053637.632
2023-05-31 23:55:00+00:00,5776563.0,120260638.76345298
2023-06-01 23:55:00+00:00,5565757.0,114008966.388
2023-06-02 23:55:00+00:00,5869882.0,124638838.60864502
2023-06-03 23:55:00+00:00,5836220.0,123356526.623603
2023-06-04 23:55:00+00:00,6321715.0,137832352.145
2023-06-05 23:55:00+00:00,5330347.0,106766850.41
2023-06-06 23:55:00+00:00,5221752.0,106346201.232
2023-06-07 23:55:00+00:00,5534912.0,103214148.63005568
2023-06-08 23:55:00+00:00,5572388.0,105223402.604
2023-06-09 23:55:00+00:00,6913030.0,120265062.5783161
2023-06-10 23:55:00+00:00,5162310.0,80599146.03
2023-06-11 23:55:00+00:00,5371535.0,83554226.925
2023-06-12 23:55:00+00:00,5089676.0,77268984.44655517
2023-06-13 23:55:00+00:00,5264421.0,78980397.43146342
2023-06-14 23:55:00+00:00,5184716.0,75014152.85432892
2023-06-15 23:55:00+00:00,4998081.0,73701702.426
2023-06-16 23:55:00+00:00,4684493.0,71714903.337
2023-06-17 23:55:00+00:00,4670192.0,73069824.032
2023-06-18 23:55:00+00:00,4506446.0,69520141.51135242
2023-06-19 23:55:00+00:00,4771391.0,76323170.436
2023-06-20 23:55:00+00:00,4485046.0,74596833.62383242
2023-06-21 23:55:00+00:00,4291693.0,73958745.469
2023-06-22 23:55:00+00:00,4134937.0,68764002.31
2023-06-23 23:55:00+00:00,4696663.0,80359034.53071207
2023-06-24 23:55:00+00:00,4679202.0,77894675.694
2023-06-25 23:55:00+00:00,4674069.0,79270277.5124685
2023-06-26 23:55:00+00:00,5119815.0,83304509.865
2023-06-27 23:55:00+00:00,5168610.0,85876763.0957838
2023-06-28 23:55:00+00:00,5184821.0,82875779.05530523
2023-06-29 23:55:00+00:00,6137899.0,110478115.21225958
2023-06-30 23:55:00+00:00,5336491.0,100950555.5388881
2023-07-01 23:55:00+00:00,4978703.0,92827917.435
2023-07-02 23:55:00+00:00,5412620.0,105246548.7351726
2023-07-03 23:55:00+00:00,4806020.0,92400540.52
2023-07-04 23:55:00+00:00,5002123.0,95740634.22
2023-07-05 23:55:00+00:00,4678997.0,88760573.09
2023-07-06 23:55:00+00:00,6438418.0,127493553.236
2023-07-07 23:55:00+00:00,7214645.0,154411532.8257134
2023-07-08 23:55:00+00:00,8164802.0,178454588.0858653
2023-07-09 23:55:00+00:00,7308723.0,155953531.374
2023-07-10 23:55:00+00:00,5913963.0,126028733.90062626
2023-07-11 23:55:00+00:00,7129497.0,157326610.299
2023-07-12 23:55:00+00:00,6774035.0,148668674.83136475
